INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,014 [INFO ][Timer1] no ilde connection in pool,create new connection for hostM1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,015 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,015 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523006012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3316, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523006012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostM1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523006012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3316, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523006012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostM1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523006012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3316, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523006012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:26 | 2017-01-04 09:43:26,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:29 | 2017-01-04 09:43:29,023 [INFO ][$_NIOConnector] close connection,reason:java.net.NoRouteToHostException: No route to host ,MySQLConnection [id=0, lastTime=1483523006012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=true, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=192.168.1.200, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:29 | 2017-01-04 09:43:29,024 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:29 | 2017-01-04 09:43:29,024 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS2 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:32 | 2017-01-04 09:43:32,023 [INFO ][$_NIOConnector] close connection,reason:java.net.NoRouteToHostException: No route to host ,MySQLConnection [id=0, lastTime=1483523009012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=true, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=192.168.1.200, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:32 | 2017-01-04 09:43:32,023 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:32 | 2017-01-04 09:43:32,023 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS2 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:35 | 2017-01-04 09:43:35,023 [INFO ][$_NIOConnector] close connection,reason:java.net.NoRouteToHostException: No route to host ,MySQLConnection [id=0, lastTime=1483523012012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=true, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=192.168.1.200, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:35 | 2017-01-04 09:43:35,023 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:35 | 2017-01-04 09:43:35,023 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS2 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,014 [INFO ][Timer1] no ilde connection in pool,create new connection for hostM1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,014 [INFO ][Timer1] no ilde connection in pool,create new connection for hostS1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523016012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3316, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523016012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostM1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523016012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3316, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523016012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,015 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostM1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523016012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3316, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523016012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostM1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523016012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostM1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523016012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3316, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523016012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3316, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523016012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:36 | 2017-01-04 09:43:36,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:38 | 2017-01-04 09:43:38,024 [INFO ][$_NIOConnector] close connection,reason:java.net.NoRouteToHostException: No route to host ,MySQLConnection [id=0, lastTime=1483523015012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=true, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=192.168.1.200, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:38 | 2017-01-04 09:43:38,024 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:38 | 2017-01-04 09:43:38,024 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS2 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:41 | 2017-01-04 09:43:41,023 [INFO ][$_NIOConnector] close connection,reason:java.net.NoRouteToHostException: No route to host ,MySQLConnection [id=0, lastTime=1483523018012, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=true, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=192.168.1.200, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:41 | 2017-01-04 09:43:41,023 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,014 [INFO ][Timer0] no ilde connection in pool,create new connection for hostM1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,014 [INFO ][Timer0] no ilde connection in pool,create new connection for hostS1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,014 [INFO ][Timer0] no ilde connection in pool,create new connection for hostS2 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,015 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523026013, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,015 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,015 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostM1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,015 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523026013, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3316, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,016 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostS1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,016 [INFO ][$_NIOConnector] close connection,reason:java.net.ConnectException: Connection refused ,MySQLConnection [id=0, lastTime=1483523026013, user=root, schema=db3, old shema=db3, borrowed=false, fromSlaveDB=false, threadId=0, charset=utf8, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=localhost, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,016 [INFO ][$_NIOConnector] can't get connection for sql :select user()  (io.mycat.sqlengine.SQLJob:SQLJob.java:114) 
INFO   | jvm 1    | 2017/01/04 17:43:46 | 2017-01-04 09:43:46,016 [INFO ][$_NIOConnector] no ilde connection in pool,create new connection for hostM1 of schema db3  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:413) 
